Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request date,Request hour,Request day,Request hour timeslot,Drop date,Drop hour,Drop day,Drop hour timeslot
6020,City,127.0,Trip Completed,2016-07-15 12:46:16,2016-07-15 13:25:19,2016-07-15,12,Friday,Late morning,2016-07-15,13.0,Friday,Afternoon
6682,City,127.0,Trip Completed,2016-07-15 22:35:23,2016-07-15 23:03:53,2016-07-15,22,Friday,Night,2016-07-15,23.0,Friday,Night
878,City,128.0,Trip Completed,2016-11-07 18:09:00,2016-11-07 18:49:00,2016-11-07,18,Monday,Evening,2016-11-07,18.0,Monday,Evening
1014,Airport,128.0,Trip Completed,2016-11-07 19:14:00,2016-11-07 20:06:00,2016-11-07,19,Monday,Evening,2016-11-07,20.0,Monday,Evening
1628,Airport,128.0,Trip Completed,2016-12-07 07:05:00,2016-12-07 08:17:00,2016-12-07,7,Wednesday,Early morning,2016-12-07,8.0,Wednesday,Early morning
2416,City,128.0,Trip Completed,2016-12-07 20:06:00,2016-12-07 21:09:00,2016-12-07,20,Wednesday,Evening,2016-12-07,21.0,Wednesday,Night
2974,Airport,128.0,Trip Completed,2016-07-13 06:46:54,2016-07-13 08:04:32,2016-07-13,6,Wednesday,Early morning,2016-07-13,8.0,Wednesday,Early morning
3273,Airport,128.0,Trip Completed,2016-07-13 10:38:37,2016-07-13 11:15:05,2016-07-13,10,Wednesday,Late morning,2016-07-13,11.0,Wednesday,Late morning
4210,City,128.0,Trip Completed,2016-07-14 05:38:07,2016-07-14 06:44:04,2016-07-14,5,Thursday,Early morning,2016-07-14,6.0,Thursday,Early morning
4454,City,128.0,Trip Completed,2016-07-14 08:32:04,2016-07-14 09:21:26,2016-07-14,8,Thursday,Early morning,2016-07-14,9.0,Thursday,Late morning
4732,Airport,128.0,Trip Completed,2016-07-14 14:13:45,2016-07-14 15:12:03,2016-07-14,14,Thursday,Afternoon,2016-07-14,15.0,Thursday,Afternoon
5024,City,128.0,Trip Completed,2016-07-14 19:09:39,2016-07-14 20:20:11,2016-07-14,19,Thursday,Evening,2016-07-14,20.0,Thursday,Evening
5799,Airport,128.0,Trip Completed,2016-07-15 08:41:47,2016-07-15 09:11:50,2016-07-15,8,Friday,Early morning,2016-07-15,9.0,Friday,Late morning
6676,Airport,128.0,Trip Completed,2016-07-15 22:25:17,2016-07-15 23:43:26,2016-07-15,22,Friday,Night,2016-07-15,23.0,Friday,Night
343,City,129.0,Trip Completed,2016-11-07 07:57:00,2016-11-07 08:55:00,2016-11-07,7,Monday,Early morning,2016-11-07,8.0,Monday,Early morning
1002,Airport,129.0,Trip Completed,2016-11-07 19:14:00,2016-11-07 20:01:00,2016-11-07,19,Monday,Evening,2016-11-07,20.0,Monday,Evening
1571,Airport,129.0,Trip Completed,2016-12-07 06:28:00,2016-12-07 07:41:00,2016-12-07,6,Wednesday,Early morning,2016-12-07,7.0,Wednesday,Early morning
1954,Airport,129.0,Trip Completed,2016-12-07 11:43:00,2016-12-07 12:08:00,2016-12-07,11,Wednesday,Late morning,2016-12-07,12.0,Wednesday,Late morning
3436,Airport,129.0,Trip Completed,2016-07-13 16:11:34,2016-07-13 17:07:29,2016-07-13,16,Wednesday,Afternoon,2016-07-13,17.0,Wednesday,Evening
5193,Airport,129.0,Trip Completed,2016-07-14 20:45:13,2016-07-14 21:30:32,2016-07-14,20,Thursday,Evening,2016-07-14,21.0,Thursday,Night
5555,City,129.0,Trip Completed,2016-07-15 05:44:27,2016-07-15 06:28:13,2016-07-15,5,Friday,Early morning,2016-07-15,6.0,Friday,Early morning
5674,Airport,129.0,Trip Completed,2016-07-15 07:06:23,2016-07-15 07:47:08,2016-07-15,7,Friday,Early morning,2016-07-15,7.0,Friday,Early morning
6596,City,129.0,Trip Completed,2016-07-15 21:33:21,2016-07-15 22:22:03,2016-07-15,21,Friday,Night,2016-07-15,22.0,Friday,Night
123,City,130.0,Trip Completed,2016-11-07 05:12:00,2016-11-07 06:14:00,2016-11-07,5,Monday,Early morning,2016-11-07,6.0,Monday,Early morning
479,Airport,130.0,Trip Completed,2016-11-07 09:27:00,2016-11-07 10:44:00,2016-11-07,9,Monday,Late morning,2016-11-07,10.0,Monday,Late morning
657,City,130.0,Trip Completed,2016-11-07 12:55:00,2016-11-07 13:46:00,2016-11-07,12,Monday,Late morning,2016-11-07,13.0,Monday,Afternoon
975,Airport,130.0,Trip Completed,2016-11-07 18:54:00,2016-11-07 20:05:00,2016-11-07,18,Monday,Evening,2016-11-07,20.0,Monday,Evening
1307,Airport,130.0,Trip Completed,2016-11-07 22:42:00,2016-11-07 23:07:00,2016-11-07,22,Monday,Night,2016-11-07,23.0,Monday,Night
1672,City,130.0,Trip Completed,2016-12-07 07:37:00,2016-12-07 08:13:00,2016-12-07,7,Wednesday,Early morning,2016-12-07,8.0,Wednesday,Early morning
1942,Airport,130.0,Trip Completed,2016-12-07 11:26:00,2016-12-07 12:27:00,2016-12-07,11,Wednesday,Late morning,2016-12-07,12.0,Wednesday,Late morning
3382,City,130.0,Trip Completed,2016-07-13 14:24:58,2016-07-13 15:19:21,2016-07-13,14,Wednesday,Afternoon,2016-07-13,15.0,Wednesday,Afternoon
4284,Airport,130.0,Trip Completed,2016-07-14 06:33:45,2016-07-14 07:10:54,2016-07-14,6,Thursday,Early morning,2016-07-14,7.0,Thursday,Early morning
6734,Airport,130.0,Trip Completed,2016-07-15 23:37:11,2016-07-16 00:25:19,2016-07-15,23,Friday,Night,2016-07-16,0.0,Saturday,
281,City,131.0,Trip Completed,2016-11-07 07:01:00,2016-11-07 08:10:00,2016-11-07,7,Monday,Early morning,2016-11-07,8.0,Monday,Early morning
1902,City,131.0,Trip Completed,2016-12-07 10:34:00,2016-12-07 11:46:00,2016-12-07,10,Wednesday,Late morning,2016-12-07,11.0,Wednesday,Late morning
2691,Airport,131.0,Trip Completed,2016-07-13 00:44:02,2016-07-13 01:41:13,2016-07-13,0,Wednesday,,2016-07-13,1.0,Wednesday,
4430,City,131.0,Trip Completed,2016-07-14 08:21:08,2016-07-14 08:58:13,2016-07-14,8,Thursday,Early morning,2016-07-14,8.0,Thursday,Early morning
4779,City,131.0,Trip Completed,2016-07-14 16:31:49,2016-07-14 16:59:30,2016-07-14,16,Thursday,Afternoon,2016-07-14,16.0,Thursday,Afternoon
5097,City,131.0,Trip Completed,2016-07-14 19:52:18,2016-07-14 20:49:31,2016-07-14,19,Thursday,Evening,2016-07-14,20.0,Thursday,Evening
405,City,132.0,Trip Completed,2016-11-07 08:29:00,2016-11-07 09:35:00,2016-11-07,8,Monday,Early morning,2016-11-07,9.0,Monday,Late morning
585,City,132.0,Trip Completed,2016-11-07 11:16:00,2016-11-07 11:57:00,2016-11-07,11,Monday,Late morning,2016-11-07,11.0,Monday,Late morning
729,Airport,132.0,Trip Completed,2016-11-07 15:14:00,2016-11-07 15:50:00,2016-11-07,15,Monday,Afternoon,2016-11-07,15.0,Monday,Afternoon
1046,Airport,132.0,Trip Completed,2016-11-07 19:31:00,2016-11-07 20:12:00,2016-11-07,19,Monday,Evening,2016-11-07,20.0,Monday,Evening
1663,Airport,132.0,Trip Completed,2016-12-07 07:33:00,2016-12-07 08:21:00,2016-12-07,7,Wednesday,Early morning,2016-12-07,8.0,Wednesday,Early morning
4027,City,132.0,Trip Completed,2016-07-13 00:07:58,2016-07-13 01:25:16,2016-07-13,0,Wednesday,,2016-07-13,1.0,Wednesday,
2876,City,132.0,Trip Completed,2016-07-13 05:49:57,2016-07-13 06:27:39,2016-07-13,5,Wednesday,Early morning,2016-07-13,6.0,Wednesday,Early morning
3767,Airport,132.0,Trip Completed,2016-07-13 20:35:07,2016-07-13 21:09:11,2016-07-13,20,Wednesday,Evening,2016-07-13,21.0,Wednesday,Night
5948,City,132.0,Trip Completed,2016-07-15 10:36:47,2016-07-15 11:36:14,2016-07-15,10,Friday,Late morning,2016-07-15,11.0,Friday,Late morning
6027,Airport,132.0,Trip Completed,2016-07-15 12:46:48,2016-07-15 13:36:00,2016-07-15,12,Friday,Late morning,2016-07-15,13.0,Friday,Afternoon
701,City,133.0,Trip Completed,2016-11-07 14:01:00,2016-11-07 15:00:00,2016-11-07,14,Monday,Afternoon,2016-11-07,15.0,Monday,Afternoon
1529,City,133.0,Trip Completed,2016-12-07 05:56:00,2016-12-07 06:49:00,2016-12-07,5,Wednesday,Early morning,2016-12-07,6.0,Wednesday,Early morning
2060,Airport,133.0,Trip Completed,2016-12-07 15:04:00,2016-12-07 15:37:00,2016-12-07,15,Wednesday,Afternoon,2016-12-07,15.0,Wednesday,Afternoon
2262,City,133.0,Trip Completed,2016-12-07 18:30:00,2016-12-07 18:59:00,2016-12-07,18,Wednesday,Evening,2016-12-07,18.0,Wednesday,Evening
4425,City,133.0,Trip Completed,2016-07-14 08:24:55,2016-07-14 08:58:52,2016-07-14,8,Thursday,Early morning,2016-07-14,8.0,Thursday,Early morning
4710,City,133.0,Trip Completed,2016-07-14 13:26:42,2016-07-14 13:58:09,2016-07-14,13,Thursday,Afternoon,2016-07-14,13.0,Thursday,Afternoon
5732,Airport,133.0,Trip Completed,2016-07-15 07:47:52,2016-07-15 08:21:15,2016-07-15,7,Friday,Early morning,2016-07-15,8.0,Friday,Early morning
142,City,134.0,Trip Completed,2016-11-07 05:25:00,2016-11-07 06:19:00,2016-11-07,5,Monday,Early morning,2016-11-07,6.0,Monday,Early morning
430,City,134.0,Trip Completed,2016-11-07 08:49:00,2016-11-07 09:47:00,2016-11-07,8,Monday,Early morning,2016-11-07,9.0,Monday,Late morning
612,Airport,134.0,Trip Completed,2016-11-07 11:47:00,2016-11-07 12:37:00,2016-11-07,11,Monday,Late morning,2016-11-07,12.0,Monday,Late morning
927,Airport,134.0,Trip Completed,2016-11-07 18:22:00,2016-11-07 18:59:00,2016-11-07,18,Monday,Evening,2016-11-07,18.0,Monday,Evening
1010,City,134.0,Trip Completed,2016-11-07 19:14:00,2016-11-07 20:09:00,2016-11-07,19,Monday,Evening,2016-11-07,20.0,Monday,Evening
1845,Airport,134.0,Trip Completed,2016-12-07 09:41:00,2016-12-07 10:52:00,2016-12-07,9,Wednesday,Late morning,2016-12-07,10.0,Wednesday,Late morning
2234,Airport,134.0,Trip Completed,2016-12-07 18:19:00,2016-12-07 19:03:00,2016-12-07,18,Wednesday,Evening,2016-12-07,19.0,Wednesday,Evening
2633,Airport,134.0,Trip Completed,2016-12-07 22:18:00,2016-12-07 23:06:00,2016-12-07,22,Wednesday,Night,2016-12-07,23.0,Wednesday,Night
4012,Airport,134.0,Trip Completed,2016-07-13 23:54:19,2016-07-14 00:37:22,2016-07-13,23,Wednesday,Night,2016-07-14,0.0,Thursday,
5039,City,134.0,Trip Completed,2016-07-14 19:20:34,2016-07-14 19:53:53,2016-07-14,19,Thursday,Evening,2016-07-14,19.0,Thursday,Evening
6760,Airport,134.0,Trip Completed,2016-07-15 00:03:52,2016-07-15 00:47:44,2016-07-15,0,Friday,,2016-07-15,0.0,Friday,
5681,City,134.0,Trip Completed,2016-07-15 07:17:21,2016-07-15 07:48:28,2016-07-15,7,Friday,Early morning,2016-07-15,7.0,Friday,Early morning
6253,Airport,134.0,Trip Completed,2016-07-15 18:01:55,2016-07-15 18:57:17,2016-07-15,18,Friday,Evening,2016-07-15,18.0,Friday,Evening
6558,Airport,134.0,Trip Completed,2016-07-15 21:05:27,2016-07-15 22:05:47,2016-07-15,21,Friday,Night,2016-07-15,22.0,Friday,Night
565,City,135.0,Trip Completed,2016-11-07 10:19:00,2016-11-07 11:26:00,2016-11-07,10,Monday,Late morning,2016-11-07,11.0,Monday,Late morning
599,Airport,135.0,Trip Completed,2016-11-07 11:38:00,2016-11-07 12:45:00,2016-11-07,11,Monday,Late morning,2016-11-07,12.0,Monday,Late morning
1772,Airport,135.0,Trip Completed,2016-12-07 08:54:00,2016-12-07 09:32:00,2016-12-07,8,Wednesday,Early morning,2016-12-07,9.0,Wednesday,Late morning
3357,Airport,135.0,Trip Completed,2016-07-13 13:27:44,2016-07-13 14:15:43,2016-07-13,13,Wednesday,Afternoon,2016-07-13,14.0,Wednesday,Afternoon
4408,City,135.0,Trip Completed,2016-07-14 08:02:46,2016-07-14 08:40:21,2016-07-14,8,Thursday,Early morning,2016-07-14,8.0,Thursday,Early morning
1363,Airport,136.0,Trip Completed,2016-11-07 00:00:00,2016-11-07 01:11:00,2016-11-07,0,Monday,,2016-11-07,1.0,Monday,
625,Airport,136.0,Trip Completed,2016-11-07 12:05:00,2016-11-07 13:15:00,2016-11-07,12,Monday,Late morning,2016-11-07,13.0,Monday,Afternoon
1636,Airport,136.0,Trip Completed,2016-12-07 07:17:00,2016-12-07 07:47:00,2016-12-07,7,Wednesday,Early morning,2016-12-07,7.0,Wednesday,Early morning
2253,Airport,136.0,Trip Completed,2016-12-07 18:22:00,2016-12-07 19:31:00,2016-12-07,18,Wednesday,Evening,2016-12-07,19.0,Wednesday,Evening
3471,Airport,136.0,Trip Completed,2016-07-13 17:13:14,2016-07-13 18:22:53,2016-07-13,17,Wednesday,Evening,2016-07-13,18.0,Wednesday,Evening
4402,City,136.0,Trip Completed,2016-07-14 08:04:44,2016-07-14 09:10:17,2016-07-14,8,Thursday,Early morning,2016-07-14,9.0,Thursday,Late morning
458,Airport,137.0,Trip Completed,2016-11-07 09:12:00,2016-11-07 10:24:00,2016-11-07,9,Monday,Late morning,2016-11-07,10.0,Monday,Late morning
681,City,137.0,Trip Completed,2016-11-07 13:32:00,2016-11-07 14:18:00,2016-11-07,13,Monday,Afternoon,2016-11-07,14.0,Monday,Afternoon
1084,Airport,137.0,Trip Completed,2016-11-07 19:59:00,2016-11-07 20:33:00,2016-11-07,19,Monday,Evening,2016-11-07,20.0,Monday,Evening
1896,Airport,137.0,Trip Completed,2016-12-07 10:23:00,2016-12-07 11:25:00,2016-12-07,10,Wednesday,Late morning,2016-12-07,11.0,Wednesday,Late morning
3132,Airport,137.0,Trip Completed,2016-07-13 08:43:36,2016-07-13 09:54:19,2016-07-13,8,Wednesday,Early morning,2016-07-13,9.0,Wednesday,Late morning
3940,City,137.0,Trip Completed,2016-07-13 22:23:42,2016-07-13 23:09:05,2016-07-13,22,Wednesday,Night,2016-07-13,23.0,Wednesday,Night
4943,Airport,137.0,Trip Completed,2016-07-14 18:27:08,2016-07-14 19:22:11,2016-07-14,18,Thursday,Evening,2016-07-14,19.0,Thursday,Evening
5537,Airport,137.0,Trip Completed,2016-07-15 05:28:13,2016-07-15 05:55:18,2016-07-15,5,Friday,Early morning,2016-07-15,5.0,Friday,Early morning
6310,City,137.0,Trip Completed,2016-07-15 18:25:32,2016-07-15 19:01:48,2016-07-15,18,Friday,Evening,2016-07-15,19.0,Friday,Evening
6587,Airport,137.0,Trip Completed,2016-07-15 21:24:21,2016-07-15 22:03:39,2016-07-15,21,Friday,Night,2016-07-15,22.0,Friday,Night
6756,City,137.0,Trip Completed,2016-07-15 23:57:25,2016-07-16 00:51:09,2016-07-15,23,Friday,Night,2016-07-16,0.0,Saturday,
97,City,138.0,Trip Completed,2016-11-07 05:01:00,2016-11-07 05:39:00,2016-11-07,5,Monday,Early morning,2016-11-07,5.0,Monday,Early morning
1266,Airport,138.0,Trip Completed,2016-11-07 22:00:00,2016-11-07 22:55:00,2016-11-07,22,Monday,Night,2016-11-07,22.0,Monday,Night
2118,Airport,138.0,Trip Completed,2016-12-07 16:41:00,2016-12-07 17:49:00,2016-12-07,16,Wednesday,Afternoon,2016-12-07,17.0,Wednesday,Evening
2906,Airport,138.0,Trip Completed,2016-07-13 06:09:40,2016-07-13 07:16:02,2016-07-13,6,Wednesday,Early morning,2016-07-13,7.0,Wednesday,Early morning
3432,Airport,138.0,Trip Completed,2016-07-13 16:07:50,2016-07-13 17:02:17,2016-07-13,16,Wednesday,Afternoon,2016-07-13,17.0,Wednesday,Evening
5921,City,138.0,Trip Completed,2016-07-15 10:04:07,2016-07-15 10:42:07,2016-07-15,10,Friday,Late morning,2016-07-15,10.0,Friday,Late morning
6192,Airport,138.0,Trip Completed,2016-07-15 17:12:21,2016-07-15 18:20:41,2016-07-15,17,Friday,Evening,2016-07-15,18.0,Friday,Evening
6705,Airport,138.0,Trip Completed,2016-07-15 22:57:10,2016-07-16 00:09:36,2016-07-15,22,Friday,Night,2016-07-16,0.0,Saturday,
242,Airport,139.0,Trip Completed,2016-11-07 06:31:00,2016-11-07 07:21:00,2016-11-07,6,Monday,Early morning,2016-11-07,7.0,Monday,Early morning
1359,City,139.0,Trip Completed,2016-11-07 23:51:00,2016-12-07 00:50:00,2016-11-07,23,Monday,Night,2016-12-07,0.0,Wednesday,
1865,Airport,139.0,Trip Completed,2016-12-07 09:50:00,2016-12-07 10:58:00,2016-12-07,9,Wednesday,Late morning,2016-12-07,10.0,Wednesday,Late morning
2024,Airport,139.0,Trip Completed,2016-12-07 13:55:00,2016-12-07 14:32:00,2016-12-07,13,Wednesday,Afternoon,2016-12-07,14.0,Wednesday,Afternoon
2768,Airport,139.0,Trip Completed,2016-07-13 04:17:53,2016-07-13 04:45:45,2016-07-13,4,Wednesday,Late night,2016-07-13,4.0,Wednesday,Late night
3067,City,139.0,Trip Completed,2016-07-13 07:59:39,2016-07-13 09:01:06,2016-07-13,7,Wednesday,Early morning,2016-07-13,9.0,Wednesday,Late morning
3316,Airport,139.0,Trip Completed,2016-07-13 12:02:32,2016-07-13 13:02:04,2016-07-13,12,Wednesday,Late morning,2016-07-13,13.0,Wednesday,Afternoon
4084,Airport,139.0,Trip Completed,2016-07-14 02:44:19,2016-07-14 03:44:02,2016-07-14,2,Thursday,Late night,2016-07-14,3.0,Thursday,Late night
4858,City,139.0,Trip Completed,2016-07-14 17:33:22,2016-07-14 18:12:23,2016-07-14,17,Thursday,Evening,2016-07-14,18.0,Thursday,Evening
5566,Airport,139.0,Trip Completed,2016-07-15 05:43:35,2016-07-15 06:59:52,2016-07-15,5,Friday,Early morning,2016-07-15,6.0,Friday,Early morning
6384,Airport,139.0,Trip Completed,2016-07-15 19:21:28,2016-07-15 20:26:09,2016-07-15,19,Friday,Evening,2016-07-15,20.0,Friday,Evening
2001,Airport,140.0,Trip Completed,2016-12-07 13:01:00,2016-12-07 14:00:00,2016-12-07,13,Wednesday,Afternoon,2016-12-07,14.0,Wednesday,Afternoon
3483,City,140.0,Trip Completed,2016-07-13 17:23:24,2016-07-13 18:36:41,2016-07-13,17,Wednesday,Evening,2016-07-13,18.0,Wednesday,Evening
3990,Airport,140.0,Trip Completed,2016-07-13 23:20:17,2016-07-13 23:50:57,2016-07-13,23,Wednesday,Night,2016-07-13,23.0,Wednesday,Night
4531,City,140.0,Trip Completed,2016-07-14 09:29:03,2016-07-14 10:30:52,2016-07-14,9,Thursday,Late morning,2016-07-14,10.0,Thursday,Late morning
5518,City,140.0,Trip Completed,2016-07-15 05:15:31,2016-07-15 06:16:58,2016-07-15,5,Friday,Early morning,2016-07-15,6.0,Friday,Early morning
5869,City,140.0,Trip Completed,2016-07-15 09:22:44,2016-07-15 10:11:52,2016-07-15,9,Friday,Late morning,2016-07-15,10.0,Friday,Late morning
60,City,141.0,Trip Completed,2016-11-07 03:57:00,2016-11-07 04:46:00,2016-11-07,3,Monday,Late night,2016-11-07,4.0,Monday,Late night
282,City,141.0,Trip Completed,2016-11-07 06:56:00,2016-11-07 08:11:00,2016-11-07,6,Monday,Early morning,2016-11-07,8.0,Monday,Early morning
1614,Airport,141.0,Trip Completed,2016-12-07 06:55:00,2016-12-07 07:30:00,2016-12-07,6,Wednesday,Early morning,2016-12-07,7.0,Wednesday,Early morning
2331,Airport,141.0,Trip Completed,2016-12-07 19:13:00,2016-12-07 20:28:00,2016-12-07,19,Wednesday,Evening,2016-12-07,20.0,Wednesday,Evening
2825,Airport,141.0,Trip Completed,2016-07-13 05:14:11,2016-07-13 05:51:59,2016-07-13,5,Wednesday,Early morning,2016-07-13,5.0,Wednesday,Early morning
3411,Airport,141.0,Trip Completed,2016-07-13 15:28:43,2016-07-13 16:36:40,2016-07-13,15,Wednesday,Afternoon,2016-07-13,16.0,Wednesday,Afternoon
4143,Airport,141.0,Trip Completed,2016-07-14 04:51:04,2016-07-14 05:40:46,2016-07-14,4,Thursday,Late night,2016-07-14,5.0,Thursday,Early morning
4637,City,141.0,Trip Completed,2016-07-14 11:29:06,2016-07-14 12:16:28,2016-07-14,11,Thursday,Late morning,2016-07-14,12.0,Thursday,Late morning
4729,Airport,141.0,Trip Completed,2016-07-14 14:04:28,2016-07-14 15:11:08,2016-07-14,14,Thursday,Afternoon,2016-07-14,15.0,Thursday,Afternoon
5318,Airport,141.0,Trip Completed,2016-07-14 22:08:44,2016-07-14 22:58:08,2016-07-14,22,Thursday,Night,2016-07-14,22.0,Thursday,Night
6619,City,141.0,Trip Completed,2016-07-15 21:52:30,2016-07-15 22:46:08,2016-07-15,21,Friday,Night,2016-07-15,22.0,Friday,Night
444,Airport,142.0,Trip Completed,2016-11-07 09:09:00,2016-11-07 09:52:00,2016-11-07,9,Monday,Late morning,2016-11-07,9.0,Monday,Late morning
1260,Airport,142.0,Trip Completed,2016-11-07 21:59:00,2016-11-07 23:10:00,2016-11-07,21,Monday,Night,2016-11-07,23.0,Monday,Night
1976,Airport,142.0,Trip Completed,2016-12-07 12:18:00,2016-12-07 13:30:00,2016-12-07,12,Wednesday,Late morning,2016-12-07,13.0,Wednesday,Afternoon
2096,Airport,142.0,Trip Completed,2016-12-07 16:01:00,2016-12-07 17:04:00,2016-12-07,16,Wednesday,Afternoon,2016-12-07,17.0,Wednesday,Evening
2732,City,142.0,Trip Completed,2016-07-13 02:33:50,2016-07-13 03:38:59,2016-07-13,2,Wednesday,Late night,2016-07-13,3.0,Wednesday,Late night
5383,City,142.0,Trip Completed,2016-07-14 00:03:46,2016-07-14 00:34:07,2016-07-14,0,Thursday,,2016-07-14,0.0,Thursday,
4156,City,142.0,Trip Completed,2016-07-14 05:07:48,2016-07-14 06:06:59,2016-07-14,5,Thursday,Early morning,2016-07-14,6.0,Thursday,Early morning
4761,City,142.0,Trip Completed,2016-07-14 15:31:28,2016-07-14 15:52:43,2016-07-14,15,Thursday,Afternoon,2016-07-14,15.0,Thursday,Afternoon
6446,Airport,142.0,Trip Completed,2016-07-15 20:02:19,2016-07-15 20:53:07,2016-07-15,20,Friday,Evening,2016-07-15,20.0,Friday,Evening
6610,City,142.0,Trip Completed,2016-07-15 21:49:16,2016-07-15 23:01:42,2016-07-15,21,Friday,Night,2016-07-15,23.0,Friday,Night
638,City,143.0,Trip Completed,2016-11-07 12:30:00,2016-11-07 13:14:00,2016-11-07,12,Monday,Late morning,2016-11-07,13.0,Monday,Afternoon
1644,Airport,143.0,Trip Completed,2016-12-07 07:16:00,2016-12-07 07:58:00,2016-12-07,7,Wednesday,Early morning,2016-12-07,7.0,Wednesday,Early morning
2040,Airport,143.0,Trip Completed,2016-12-07 14:25:00,2016-12-07 14:57:00,2016-12-07,14,Wednesday,Afternoon,2016-12-07,14.0,Wednesday,Afternoon
2794,City,143.0,Trip Completed,2016-07-13 04:55:18,2016-07-13 06:01:54,2016-07-13,4,Wednesday,Late night,2016-07-13,6.0,Wednesday,Early morning
3172,Airport,143.0,Trip Completed,2016-07-13 09:13:30,2016-07-13 10:24:06,2016-07-13,9,Wednesday,Late morning,2016-07-13,10.0,Wednesday,Late morning
6559,Airport,143.0,Trip Completed,2016-07-15 21:00:38,2016-07-15 21:58:22,2016-07-15,21,Friday,Night,2016-07-15,21.0,Friday,Night
243,City,144.0,Trip Completed,2016-11-07 06:34:00,2016-11-07 07:09:00,2016-11-07,6,Monday,Early morning,2016-11-07,7.0,Monday,Early morning
296,Airport,144.0,Trip Completed,2016-11-07 07:12:00,2016-11-07 07:54:00,2016-11-07,7,Monday,Early morning,2016-11-07,7.0,Monday,Early morning
677,City,144.0,Trip Completed,2016-11-07 13:26:00,2016-11-07 13:58:00,2016-11-07,13,Monday,Afternoon,2016-11-07,13.0,Monday,Afternoon
1360,City,144.0,Trip Completed,2016-11-07 23:54:00,2016-12-07 01:09:00,2016-11-07,23,Monday,Night,2016-12-07,1.0,Wednesday,
1916,Airport,144.0,Trip Completed,2016-12-07 10:43:00,2016-12-07 11:11:00,2016-12-07,10,Wednesday,Late morning,2016-12-07,11.0,Wednesday,Late morning
2397,City,144.0,Trip Completed,2016-12-07 19:45:00,2016-12-07 20:19:00,2016-12-07,19,Wednesday,Evening,2016-12-07,20.0,Wednesday,Evening
3624,Airport,144.0,Trip Completed,2016-07-13 18:52:47,2016-07-13 19:54:38,2016-07-13,18,Wednesday,Evening,2016-07-13,19.0,Wednesday,Evening
4799,City,144.0,Trip Completed,2016-07-14 16:56:18,2016-07-14 17:48:47,2016-07-14,16,Thursday,Afternoon,2016-07-14,17.0,Thursday,Evening
5241,City,144.0,Trip Completed,2016-07-14 21:13:16,2016-07-14 21:42:26,2016-07-14,21,Thursday,Night,2016-07-14,21.0,Thursday,Night
6380,Airport,144.0,Trip Completed,2016-07-15 19:19:21,2016-07-15 20:25:19,2016-07-15,19,Friday,Evening,2016-07-15,20.0,Friday,Evening
998,Airport,145.0,Trip Completed,2016-11-07 19:01:00,2016-11-07 19:48:00,2016-11-07,19,Monday,Evening,2016-11-07,19.0,Monday,Evening
1281,Airport,145.0,Trip Completed,2016-11-07 22:12:00,2016-11-07 22:51:00,2016-11-07,22,Monday,Night,2016-11-07,22.0,Monday,Night
2045,Airport,145.0,Trip Completed,2016-12-07 14:43:00,2016-12-07 15:06:00,2016-12-07,14,Wednesday,Afternoon,2016-12-07,15.0,Wednesday,Afternoon
2424,City,145.0,Trip Completed,2016-12-07 20:03:00,2016-12-07 21:04:00,2016-12-07,20,Wednesday,Evening,2016-12-07,21.0,Wednesday,Night
3162,Airport,145.0,Trip Completed,2016-07-13 09:11:48,2016-07-13 09:38:07,2016-07-13,9,Wednesday,Late morning,2016-07-13,9.0,Wednesday,Late morning
3222,City,145.0,Trip Completed,2016-07-13 09:51:05,2016-07-13 10:54:06,2016-07-13,9,Wednesday,Late morning,2016-07-13,10.0,Wednesday,Late morning
4098,City,145.0,Trip Completed,2016-07-14 03:11:51,2016-07-14 03:59:55,2016-07-14,3,Thursday,Late night,2016-07-14,3.0,Thursday,Late night
4905,Airport,145.0,Trip Completed,2016-07-14 18:00:53,2016-07-14 18:41:20,2016-07-14,18,Thursday,Evening,2016-07-14,18.0,Thursday,Evening
5622,Airport,145.0,Trip Completed,2016-07-15 06:27:02,2016-07-15 07:38:28,2016-07-15,6,Friday,Early morning,2016-07-15,7.0,Friday,Early morning
318,City,146.0,Trip Completed,2016-11-07 07:28:00,2016-11-07 08:43:00,2016-11-07,7,Monday,Early morning,2016-11-07,8.0,Monday,Early morning
557,City,146.0,Trip Completed,2016-11-07 10:15:00,2016-11-07 11:10:00,2016-11-07,10,Monday,Late morning,2016-11-07,11.0,Monday,Late morning
2034,Airport,146.0,Trip Completed,2016-12-07 14:16:00,2016-12-07 15:20:00,2016-12-07,14,Wednesday,Afternoon,2016-12-07,15.0,Wednesday,Afternoon
2392,City,146.0,Trip Completed,2016-12-07 19:50:00,2016-12-07 21:04:00,2016-12-07,19,Wednesday,Evening,2016-12-07,21.0,Wednesday,Night
4542,Airport,146.0,Trip Completed,2016-07-14 09:40:19,2016-07-14 10:08:27,2016-07-14,9,Thursday,Late morning,2016-07-14,10.0,Thursday,Late morning
5500,City,146.0,Trip Completed,2016-07-15 05:00:18,2016-07-15 06:04:42,2016-07-15,5,Friday,Early morning,2016-07-15,6.0,Friday,Early morning
6382,Airport,146.0,Trip Completed,2016-07-15 19:15:16,2016-07-15 20:28:29,2016-07-15,19,Friday,Evening,2016-07-15,20.0,Friday,Evening
